,item_id,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_category,month_sin,month_cos
54,55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
55,56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
56,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
57,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
58,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
59,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
60,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
61,62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s,0.49999999999999994,0.8660254037844387
62,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
63,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
64,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
65,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
66,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
67,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
68,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1990s,0.49999999999999994,0.8660254037844387
69,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
70,71,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
71,72,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
72,73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1990s,0.49999999999999994,0.8660254037844387
73,74,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1960s,0.49999999999999994,0.8660254037844387
74,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
75,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
76,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
77,78,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
78,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
79,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1990s,0.49999999999999994,0.8660254037844387
80,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
81,82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s,0.49999999999999994,0.8660254037844387
82,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
83,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1990s,0.49999999999999994,0.8660254037844387
84,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
85,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
86,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
87,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
88,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1980s,0.49999999999999994,0.8660254037844387
89,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
90,91,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
91,92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
92,93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,-0.8660254037844387
93,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
94,95,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
95,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990s,0.49999999999999994,0.8660254037844387
96,97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1990s,0.49999999999999994,0.8660254037844387
97,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
98,99,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1930s,0.49999999999999994,0.8660254037844387
99,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1990s,0.8660254037844386,0.5000000000000001
100,101,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1980s,1.0,6.123233995736766e-17
101,102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
102,103,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990s,1.0,6.123233995736766e-17
103,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,1.0,6.123233995736766e-17
104,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,1.0,6.123233995736766e-17
105,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
106,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,1.2246467991473532e-16,-1.0
107,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
108,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
109,110,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1990s,0.49999999999999994,0.8660254037844387
110,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
111,112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,-0.8660254037844387
112,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
113,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
114,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
115,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.8660254037844387,-0.4999999999999998
116,117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,1.2246467991473532e-16,-1.0
117,118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,-0.8660254037844387
118,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
119,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1990s,1.2246467991473532e-16,-1.0
120,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1990s,-0.4999999999999997,-0.8660254037844388
121,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,1.2246467991473532e-16,-1.0
122,123,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1990s,-0.4999999999999997,-0.8660254037844388
123,124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1990s,1.2246467991473532e-16,-1.0
124,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1990s,1.2246467991473532e-16,-1.0
125,126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,-1.0,-1.8369701987210297e-16
126,127,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
127,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,-0.4999999999999997,-0.8660254037844388
128,129,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1990s,-0.8660254037844386,0.5000000000000001
129,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990s,-0.8660254037844384,-0.5000000000000004
130,131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1960s,0.49999999999999994,0.8660254037844387
131,132,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1930s,0.49999999999999994,0.8660254037844387
132,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1930s,0.49999999999999994,0.8660254037844387
133,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1940s,0.49999999999999994,0.8660254037844387
134,135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1960s,0.49999999999999994,0.8660254037844387
135,136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1930s,0.49999999999999994,0.8660254037844387
136,137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,-1.0,-1.8369701987210297e-16
137,138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,-0.8660254037844386,0.5000000000000001
138,139,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1960s,0.49999999999999994,0.8660254037844387
139,140,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
140,141,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1950s,0.49999999999999994,0.8660254037844387
141,142,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
142,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1960s,0.49999999999999994,0.8660254037844387
143,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980s,0.49999999999999994,0.8660254037844387
144,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990s,0.49999999999999994,0.8660254037844387
145,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,-0.8660254037844386,0.5000000000000001
146,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,-0.8660254037844386,0.5000000000000001
147,148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,-0.8660254037844386,0.5000000000000001
148,149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,-0.5000000000000004,0.8660254037844384
149,150,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,-0.8660254037844386,0.5000000000000001
150,151,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
151,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1970s,0.49999999999999994,0.8660254037844387
152,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
153,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
154,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
155,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
156,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1980s,0.49999999999999994,0.8660254037844387
157,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
158,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
159,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
160,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
161,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
162,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
163,164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1980s,0.49999999999999994,0.8660254037844387
164,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
165,166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
166,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
167,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
168,169,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
169,170,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
170,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s,0.49999999999999994,0.8660254037844387
171,172,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1980s,0.49999999999999994,0.8660254037844387
172,173,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
173,174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
174,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s,0.49999999999999994,0.8660254037844387
175,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1980s,0.49999999999999994,0.8660254037844387
176,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960s,0.49999999999999994,0.8660254037844387
177,178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950s,0.49999999999999994,0.8660254037844387
178,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1970s,0.49999999999999994,0.8660254037844387
179,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1970s,0.49999999999999994,0.8660254037844387
180,181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1990s,1.0,6.123233995736766e-17
181,182,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
182,183,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1970s,0.49999999999999994,0.8660254037844387
183,184,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1990s,0.49999999999999994,0.8660254037844387
184,185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1960s,0.49999999999999994,0.8660254037844387
185,186,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
186,187,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
187,188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1980s,0.49999999999999994,0.8660254037844387
188,189,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
189,190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1980s,0.49999999999999994,0.8660254037844387
190,191,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
191,192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
192,193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
193,194,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
194,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1980s,0.49999999999999994,0.8660254037844387
195,196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
196,197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1960s,0.49999999999999994,0.8660254037844387
197,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s,0.49999999999999994,0.8660254037844387
198,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1950s,0.49999999999999994,0.8660254037844387
199,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
200,201,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
201,202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
202,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990s,0.49999999999999994,0.8660254037844387
203,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s,0.49999999999999994,0.8660254037844387
204,205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1970s,0.49999999999999994,0.8660254037844387
205,206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1980s,0.49999999999999994,0.8660254037844387
206,207,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1990s,0.49999999999999994,0.8660254037844387
207,208,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1970s,0.49999999999999994,0.8660254037844387
208,209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
209,210,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
210,211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1970s,0.49999999999999994,0.8660254037844387
211,212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
212,213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
213,214,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1980s,0.49999999999999994,0.8660254037844387
214,215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980s,0.49999999999999994,0.8660254037844387
